,Total load,load_q
5/2/16 8:43,1.29101141,0.645505705
5/2/16 8:43,1.285611224,0.642805612
5/2/16 8:43,1.22274125,0.611370625
5/2/16 8:43,1.192968508,0.596484254
5/2/16 8:43,0.98234158,0.49117079
5/2/16 8:43,0.960877249,0.480438624
5/2/16 8:44,1.126360594,0.563180297
5/2/16 8:44,1.291288451,0.645644225
5/2/16 8:44,1.293365553,0.646682777
5/2/16 8:44,1.259300788,0.629650394
5/2/16 8:44,1.241436581,0.62071829
5/2/16 8:44,1.161395704,0.580697852
5/2/16 8:44,0.94855245,0.474276225
5/2/16 8:44,0.924179894,0.462089947
5/2/16 8:44,1.09118626,0.54559313
5/2/16 8:44,1.254592502,0.627296251
5/2/16 8:44,1.253345115,0.626672557
5/2/16 8:44,1.257915585,0.628957792
5/2/16 8:44,1.238666173,0.619333086
5/2/16 8:44,1.160564582,0.580282291
5/2/16 8:44,0.956306779,0.47815339
5/2/16 8:44,0.920441953,0.460220976
5/2/16 8:44,1.083708971,0.541854486
5/2/16 8:44,1.255976299,0.62798815
5/2/16 8:44,1.25625334,0.62812667
5/2/16 8:44,1.2552844,0.6276422
5/2/16 8:44,1.241436581,0.62071829
5/2/16 8:44,1.205431124,0.602715562
5/2/16 8:44,1.00075987,0.500379935
5/2/16 8:44,0.960323167,0.480161584
5/2/16 8:44,1.123036104,0.561518052
5/2/16 8:44,1.294196676,0.647098338
